# MTOV      MMAX
2.7089  3.432897454538506
2.70644  3.2665736208811267
2.70645  3.4620565253955076
2.7068  3.2061605485689277
2.7068  3.3682605375326276
2.67644  3.3120771185933715
2.67515  3.466825352424396
2.68784  3.5176596144867953
2.7014  3.4116935174899243
2.71175  3.3800678842951317
2.71175  3.471631127110764
2.74891  3.3963249866812575
2.74891  3.4062259553741634
2.73393  3.248175375768789
2.73394  3.4209253762378493
2.75546  3.4715368705782765
2.76798  3.6216785926164707
2.76732  3.5417286666082335
2.76755  3.329689579278397
2.76762  3.5151126452925996
2.76263  3.353070792862838
2.70741  3.4600225945363077
2.751  3.4836574817202073
2.71851  3.485507351034239
2.70162  3.404921454630188
2.69191  3.381202451853606
2.69153  3.4058198724893467
2.69434  3.1281116262973057
2.73169  3.3262838647493607
2.71511  3.341066842494811
2.71516  3.47336463950649
2.70752  3.503420373012423
2.70752  3.1031107138560885
2.70461  3.5251406530489215
2.67905  3.31132199925868
2.66852  3.631411260700715
2.70465  3.4923375685760605
2.64622  3.4943223754628536
2.70609  3.351680374322017
2.66408  3.449403887447351
2.6645  3.2301050015393615
2.6645  3.2970250533423138
2.66989  3.469410374924124
2.67476  3.4796166987555797
2.72521  3.5041065605394426
2.71917  3.5417425113181937
2.64825  3.3302043374328454
2.67729  3.4488398389886505
2.67778  3.3317457496378897
2.67817  3.253785175550709
2.67818  3.5003327365379633
2.64541  3.3506194659419792
2.70715  3.293487179700133
2.69185  3.5365157415332957
2.67729  3.372337327297991
2.70187  3.5088341357535504
2.7021  3.2503799144817354
2.70224  3.565969935932555
2.70224  3.302116697477077
2.72513  3.340760573786201
2.72504  3.2592311190051855
2.72499  3.3829756866868532
2.72723  3.485602378661222
2.72174  3.29073444666452
2.71953  3.7088341909045757
2.73367  3.4026653164900678
2.73439  3.4869358535138217
2.73439  3.458713031041365
2.72706  3.4536268586549
2.73784  3.4545756544408928
2.7444  3.527363277985805
2.74312  3.526912590075783
2.74312  3.5398652498506555
2.74711  3.6522958842109743
2.74732  3.422730948093718
2.74651  3.3386875305282873
2.72607  3.4135306324546515
2.71657  3.362262419094603
2.71675  3.494374681070481
2.6744  3.3525760891427328
2.66449  3.3139606770226284
2.66449  3.2954438507124997
2.66442  3.597540966437892
2.66442  3.4677828965713755
2.69359  3.5861541132850396
2.70046  3.42820894816631
2.70046  3.4719230825003047
2.69696  3.4461409933630183
2.73219  3.248019833017669
2.73971  3.558451686326785
2.7373  3.5290589558279923
2.74015  3.2592359400721835
2.7425  3.5350761135751316
2.74292  3.469831566329827
2.75042  3.489199274700791
2.75691  3.2927788591827687
2.76175  3.6648860238234104
2.74467  3.256990892092028
2.75613  3.435054895601102
2.75613  3.4522585460751194
2.75434  3.505894937083474
2.74487  3.607601552842111
2.75109  3.4980351679720885
2.76665  3.588351356903758
2.77283  3.455508748379648
2.77283  3.4762654364711656
2.74961  3.4828769484453947
2.71751  3.391504692771227
2.71967  3.447886092635399
2.70981  3.364935546685638
2.7098  3.334143342854814
2.69818  3.610273230543166
2.68459  3.2952767049578133
2.73779  3.431061390374398
2.73789  3.651383700653309
2.72583  3.524260632657496
2.72596  3.4195796556697626
2.72385  3.4132261237223016
2.72333  3.5254187682236666
2.72535  3.540281846233859
2.72554  3.363775126345577
2.72555  3.5858570713594236
2.73117  3.4316109339968
2.73212  3.381548268852766
2.73207  3.472806436184252
2.73173  3.5235333213325712
2.74692  3.7575296876553033
2.73711  3.4706464450426866
2.72691  3.575287793764477
2.72689  3.4712495542488977
2.72733  3.411798925262074
2.67502  3.4510942319207616
2.67481  3.398354372157415
2.67691  3.282710302698528
2.696  3.576607992018244
2.696  3.5340931060406366
2.696  3.430637867784795
2.69582  3.368226263661742
2.69591  3.455019202147607
2.69506  3.344467149555054
2.69869  3.4715699743795656
2.69431  3.469525090072298
2.72056  3.1133884973341517
2.72052  3.2865285838636544
2.70537  3.549069393999697
2.70708  3.201863770375592
2.70753  3.363439007088984
2.70753  3.3027944601312917
2.70755  3.3438141322284194
2.7059  3.2906037977813503
2.7059  3.4301783013625995
2.7059  3.376115416937718
2.71459  3.353239934202158
2.72097  3.4755602313660994
2.72551  3.5627554169938698
2.72568  3.309136441940081
2.72567  3.338821994392404
2.72505  3.4813963721198347
2.72505  3.4198011981621974
2.72482  3.396875883740937
2.70054  3.4534627580981723
2.70035  3.285595329892916
2.7039  3.3884238772804722
2.70602  3.455714596201533
2.70652  3.6063275063253797
2.72069  3.5009443868715744
2.70674  3.380500345705711
2.70828  3.431140967594079
2.70807  3.631332196965146
2.71965  3.407914490948728
2.69549  3.3081013420484364
2.71101  3.4452542957259675
2.69048  3.338470946044595
2.69048  3.5197642712556174
2.71033  3.3358096367751675
2.70996  3.4132324232951787
2.71688  3.513712222234248
2.75149  3.438154178821578
2.74755  3.5677205963551413
2.74748  3.342302698638023
2.74612  3.5590902076240254
2.73499  3.3773835399565253
2.725  3.3905062741343555
2.725  3.3872187965238436
2.70146  3.422156227131642
2.75624  3.394989099161918
2.75046  3.495550872756858
2.75867  3.520951092008133
2.75822  3.463610432736074
2.75821  3.4110205537088953
2.71776  3.435591417492359
2.71587  3.5016478707508907
2.64094  3.2213210835138186
2.64094  3.4725227530554923
2.63519  3.3613181430651715
2.63488  3.461126432103892
2.69962  3.2949587646417413
2.69782  3.544073936105233
2.70926  3.2874702554184307
2.71078  3.4076521088575538
2.71189  3.3400628031989643
2.71347  3.298653366939979
2.71364  3.436278408919364
2.71232  3.21945671973559
2.71268  3.4453646508880973
2.66687  3.482290292904454
2.66608  3.2637925688145475
2.7371  3.159819945033844
2.69666  3.5457363072446872
2.69666  3.3634756419501803
2.71596  3.682598173289217
2.7265  3.2495508488141076
2.72659  3.4789098428890464
2.72672  3.514260663029959
2.72672  3.5805061904016915
2.7307  3.5519030198308736
2.73063  3.5406168280722565
2.70787  3.389511467387339
2.69782  3.3755112137816052
2.69603  3.2541040912174206
2.6952  3.4040976341706886
2.72606  3.4909145081909365
2.73779  3.488725527358272
2.73771  3.3211741120230154
2.73478  3.4699667537085173
2.68265  3.3848574880870284
2.68218  3.486043793735428
2.68218  3.3034356584858044
2.68461  3.309425627904341
2.68457  3.4183512247784065
2.6827  3.339334441381871
2.72356  3.4404775551155327
2.72032  3.5924621070511535
2.72623  3.340310638797018
2.72623  3.4068485096347447
2.7279  3.55611335841412
2.72682  3.4577870366721024
2.72669  3.490841654637998
2.73142  3.430238526032774
2.73403  3.5115773749720445
2.73162  3.4829518868659015
2.73167  3.423399760126394
2.73636  3.4583214071479067
2.73636  3.465806227840063
2.71286  3.4370597227943525
2.70407  3.660944604557764
2.72513  3.373612038724015
2.72476  3.390008959919996
2.7311  3.403398642353487
2.73067  3.3693123764243422
2.73067  3.3340742435443755
2.73009  3.6662774649406447
2.73018  3.6286093258276275
2.73234  3.708525809141832
2.73223  3.336210269738588
2.73888  3.5359155142136776
2.74752  3.586961702913413
2.75184  3.8539500709559245
2.75231  3.5072266592553407
2.75243  3.3854429229590064
2.75252  3.559377154922727
2.74869  3.608419011210887
2.74942  3.4021635024055703
2.75008  3.5158181515448725
2.75973  3.4003775913871497
2.73175  3.5160291376426778
2.73142  3.2633907284934187
2.71182  3.4119263381304012
2.75371  3.421315994593177
2.74999  3.293664704689509
2.75128  3.4329779886885854
2.74742  3.423964501108968
2.74727  3.502293581282615
2.74703  3.3453070259941184
2.74703  3.6632436484533066
2.74694  3.3867859491025025
2.74694  3.5815086709307096
2.73995  3.32632112522165
2.73991  3.343429361935601
2.73872  3.368263913907032
2.72457  3.3572795196879066
2.7157  3.428980074020546
2.71872  3.478996168257414
2.70272  3.4012021097717478
2.70141  3.3523033259632555
2.69882  3.452847898099996
2.71903  3.34364947157867
2.71903  3.550139673200132
2.72577  3.5994265601199453
2.71694  3.0933081706159795
2.71864  3.477539013356465
2.71938  3.5887629295191372
2.74257  3.542903307856059
2.74317  3.3953782946678097
2.74357  3.40750605451174
2.73428  3.6424913411941504
2.73709  3.511818975972356
2.66888  3.405239576984416
2.6693  3.450476336826241
2.6692  3.4770889753257963
2.66921  3.3230057390409153
2.66914  3.3653102443162806
2.64855  3.34807926858504
2.71404  3.4718014517587514
2.71414  3.531347776551362
2.71378  3.3800713093191246
2.7138  3.3967379347575206
2.66482  3.42241650568266
2.67832  3.401889112202496
2.67573  3.2335776674967853
2.67755  3.066761724287899
2.72366  3.45333123310255
2.7162  3.3804953602295096
2.71654  3.3870210268043177
2.71755  3.4427179360612192
2.7222  3.558376548987734
2.7222  3.424832904820387
2.71874  3.5201195852302463
2.71962  3.48733791029287
2.71964  3.434490819627003
2.71913  3.3817731659237475
2.71913  3.403507492270802
2.72185  3.5410675117105823
2.72186  3.268206795446365
2.72186  3.364373278614898
2.73742  3.503199867237638
2.74141  3.5603939551442005
2.74123  3.5127386158515184
2.7412  3.717802351699053
2.7412  3.459847612231948
2.73582  3.3928192185425337
2.73582  3.2557395969556113
2.73614  3.325084118062128
2.7357  3.5046566374669865
2.73824  3.2971143836599235
2.72472  3.420289432110664
2.72628  3.5230942311896563
2.70733  3.3180024065330582
2.70921  3.4718354954058426
2.70767  3.508412782873889
2.70701  3.25164189421605
2.70701  3.3397732696483335
2.70735  3.5018081868147077
2.70671  3.3470474617625694
2.73127  3.420829115263461
2.73127  3.4231563081325724
2.72981  3.560596887913766
2.69746  3.4330128838204286
2.6994  3.3683757332653417
2.70023  3.157550955745894
2.69856  3.4281333867653174
2.69839  3.3388284768893604
2.73085  3.6171156402705673
2.73085  3.312818878455511
2.73097  3.518575530961194
2.73316  3.4530059719643655
2.69998  3.5164620438337626
2.69987  3.3650857734003146
2.67405  3.2671121461001698
2.67957  3.4844291748510194
2.67089  3.265142797162862
2.68975  3.5302830833553376
2.68789  3.38519981999069
2.68789  3.1830645690098445
2.69333  3.190160570639165
2.70471  3.4648168583405634
2.72844  3.397780658053088
2.72844  3.2732020521584775
2.7177  3.6666323910959373
2.71658  3.6073347722986093
2.71387  3.325879432516682
2.71337  3.4499237829790426
2.71336  3.5184555578035748
2.7135  3.2908315551242677
2.7135  3.7143780600867715
2.71333  3.615852785606769
2.72262  3.335772454288656
2.72832  3.302185120241888
2.73405  3.513505315536216
2.73405  3.6093024619658123
2.73405  3.453958336810612
2.73032  3.392831773358637
2.7276  3.5411477143015437
2.73077  3.5571238656945154
2.73077  3.4700700748260536
2.73017  3.3360188708128673
2.6865  3.406776631400483
2.68329  3.375510033569346
2.68585  3.55369557906171
2.68561  3.440163173148818
2.71008  3.4039168136833404
2.71008  3.255907069837245
2.73582  3.51600589928926
2.75072  3.515067963509114
2.6912  3.283000673004751
2.69103  3.3175692885603194
2.69119  3.402906501947798
2.69098  3.334553791486692
2.6912  3.500428734560984
2.69214  3.402675498502343
2.69248  3.4567669766689617
2.69246  3.3829150868509092
2.68679  3.5106748056593533
2.68046  3.4284835958776836
2.68325  3.2910345667366787
2.73368  3.321645520011459
2.72287  3.428549233972228
2.7228  3.3002040269094968
2.72061  3.472353443859633
2.72061  3.446255420463759
2.72675  3.3115663087634233
2.73348  3.4435702941613884
2.73312  3.4347325787612437
2.73308  3.5350221914284177
2.73338  3.3700266346459284
